Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
lounge-pants-sahara,"Kids Lounge Trousers — Organic Egyptian Cotton, Sahara","<p>Soft enough for sleep, practical enough for play.</p>

<p>These lounge trousers are crafted from 100% organic Egyptian cotton with a fold-over elastic waistband that sits gently without digging. Ribbed cuffs at the ankles keep the fit neat while allowing easy movement. A small embroidered Cotton Bloom logo adds a subtle detail.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that holds its shape and gets softer with every wash. Naturally breathable and temperature regulating for all-day comfort.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Fold-over elastic waistband — no digging</li>
<li>Ribbed ankle cuffs</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our warm Sahara — a rich, earthy neutral. Pairs perfectly with our Lounge Top or Lounge Tee for a complete set.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,,,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890531.jpg?v=1658499580,1,"Kids lounge trousers in sahara organic Egyptian cotton, front view",false,Kids Lounge Trousers Sahara — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge trousers in Sahara. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890531.jpg?v=1658499580,kg,,90.64,true,,,unlisted
lounge-pants-sahara,,,,,,,,,3-4Y,,,,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910066.jpg?v=1658701540,2,"Kids lounge trousers in sahara organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890531.jpg?v=1658499580,kg,,90.64,,,,
lounge-pants-sahara,,,,,,,,,4-5Y,,,,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890533.jpg?v=1658701540,3,"Kids lounge trousers in sahara organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890531.jpg?v=1658499580,kg,,90.64,,,,
lounge-pants-sahara,,,,,,,,,5-6Y,,,,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890535.jpg?v=1658701540,4,"Kids lounge trousers in sahara organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890531.jpg?v=1658499580,kg,,90.64,,,,
lounge-pants-dusky-blue,"Kids Lounge Trousers — Organic Egyptian Cotton, Dusky Blue","<p>Soft enough for sleep, practical enough for play.</p>

<p>These lounge trousers are crafted from 100% organic Egyptian cotton with a fold-over elastic waistband that sits gently without digging. Ribbed cuffs at the ankles keep the fit neat while allowing easy movement. A small embroidered Cotton Bloom logo adds a subtle detail.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that holds its shape and gets softer with every wash. Naturally breathable and temperature regulating for all-day comfort.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Fold-over elastic waistband — no digging</li>
<li>Ribbed ankle cuffs</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Pairs perfectly with our Lounge Top or Lounge Tee for a complete set.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890536.jpg?v=1658498971,1,"Kids lounge trousers in dusky blue organic Egyptian cotton, front view",false,Kids Lounge Trousers Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge trousers in Dusky Blue. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890536.jpg?v=1658498971,kg,,90.64,true,,,unlisted
lounge-pants-dusky-blue,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900250.jpg?v=1658694252,2,"Kids lounge trousers in dusky blue organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890536.jpg?v=1658498971,kg,,90.64,,,,
lounge-pants-dusky-blue,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900434.jpg?v=1658694252,3,"Kids lounge trousers in dusky blue organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890536.jpg?v=1658498971,kg,,90.64,,,,
lounge-pants-dusky-blue,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890538.jpg?v=1658694252,4,"Kids lounge trousers in dusky blue organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890536.jpg?v=1658498971,kg,,90.64,,,,
lounge-pants-dusty-blush,"Kids Lounge Trousers — Organic Egyptian Cotton, Dusty Blush","<p>Soft enough for sleep, practical enough for play.</p>

<p>These lounge trousers are crafted from 100% organic Egyptian cotton with a fold-over elastic waistband that sits gently without digging. Ribbed cuffs at the ankles keep the fit neat while allowing easy movement. A small embroidered Cotton Bloom logo adds a subtle detail.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that holds its shape and gets softer with every wash. Naturally breathable and temperature regulating for all-day comfort.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Fold-over elastic waistband — no digging</li>
<li>Ribbed ankle cuffs</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. Pairs perfectly with our Lounge Top or Lounge Tee for a complete set.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,LP-BLUS-2-3Y,0.0,shopify,1,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890495.jpg?v=1658498748,1,"Kids lounge trousers in dusty blush organic Egyptian cotton, front view",false,Kids Lounge Trousers Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge trousers in Dusty Blush. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890495.jpg?v=1658498748,kg,,90.64,true,,,active
lounge-pants-dusty-blush,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,LP-BLUS-3-4Y,0.0,shopify,2,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900054.jpg?v=1658701371,2,"Kids lounge trousers in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890495.jpg?v=1658498748,kg,,90.64,,,,
lounge-pants-dusty-blush,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890496.jpg?v=1658701371,3,"Kids lounge trousers in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890495.jpg?v=1658498748,kg,,90.64,,,,
lounge-pants-dusty-blush,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,LP-BLUS-5-6Y,0.0,shopify,1,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890501.jpg?v=1658701371,4,"Kids lounge trousers in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890495.jpg?v=1658498748,kg,,90.64,,,,
newborn-leggings-dusky-blue,"Newborn Leggings — Organic Egyptian Cotton, Dusky Blue","<p>The softest everyday essential.</p>

<p>These leggings are crafted from 100% organic Egyptian cotton — a premium fibre chosen for its exceptional softness and breathability. A soft elastic waistband with decorative drawstring ensures a gentle, comfortable fit without digging or stiffness. The open-leg design sits comfortably on little feet.</p>

<p>The extra-long staple Egyptian cotton fibres create a beautifully smooth, flexible fabric that moves with your child and stays comfortable all day long — whether they're sleeping, stretching, crawling or being cuddled. A small embroidered Cotton Bloom logo adds a subtle finishing touch. Gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Soft elastic waistband with drawstring</li>
<li>Flexible and comfortable for all-day wear</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Perfect for everyday wear, layering and pairing with bodysuits.</p>",Caico Cotton,Uncategorized,"","leggings, newborn, Newborn Essentials, organic egyptian cotton",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,LEG-BLUE-NB,0.0,shopify,50,deny,manual,18.00,,true,true,,,,,LEG-BLUE-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890516.jpg?v=1658497941,1,"Kids lounge trousers in dusty blush organic Egyptian cotton, front view",false,Newborn Leggings Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn leggings in Dusky Blue. Soft elastic waistband. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890516.jpg?v=1658497941,kg,,87.87,true,,,active
newborn-leggings-dusky-blue,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,LEG-BLUE-1-3M,0.0,shopify,44,deny,manual,18.00,,true,true,,,,,LEG-BLUE-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910671_716a00db-70fb-4125-aaad-fc1ba2147814.jpg?v=1658699052,2,"Kids lounge trousers in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890516.jpg?v=1658497941,kg,,87.87,,,,
newborn-leggings-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890517_20589fd6-55cb-4b2d-8092-6b19e67a51ad.jpg?v=1658699052,3,"Kids lounge trousers in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-leggings-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890518_61a737b7-d593-41ef-9383-7e71db66c6d9.jpg?v=1658699052,4,"Kids lounge trousers in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-baby-leggings-dusty-blush,"Newborn Leggings — Organic Egyptian Cotton, Dusty Blush","<p>The softest everyday essential.</p>

<p>These leggings are crafted from 100% organic Egyptian cotton — a premium fibre chosen for its exceptional softness and breathability. A soft elastic waistband with decorative drawstring ensures a gentle, comfortable fit without digging or stiffness. The open-leg design sits comfortably on little feet.</p>

<p>The extra-long staple Egyptian cotton fibres create a beautifully smooth, flexible fabric that moves with your child and stays comfortable all day long — whether they're sleeping, stretching, crawling or being cuddled. A small embroidered Cotton Bloom logo adds a subtle finishing touch. Gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Soft elastic waistband with drawstring</li>
<li>Flexible and comfortable for all-day wear</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. Perfect for everyday wear, layering and pairing with bodysuits.</p>",Caico Cotton,Uncategorized,"","leggings, newborn, Newborn Essentials, organic egyptian cotton",true,Size,NB,,,,,,,,LEG-BLUSH-NB,0.0,shopify,58,deny,manual,18.00,,true,true,,,,,LEG-BLUSH-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890511.jpg?v=1658497360,1,"Kids lounge trousers in dusty blush organic Egyptian cotton, front view",false,Newborn Leggings Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn leggings in Dusty Blush. Soft elastic waistband. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890511.jpg?v=1658497360,kg,,87.87,true,,,active
